latitude	longitude	state	AUTO_UNIQUE_ID_2017-06-03_yuc120_crime_lat_lon_	UpdatedCensusIntersection	CensusYEar	CensusBlock	CensusBlockGroup	CensusTract	CensusCountyFips	CensusStateFips	CensusCbsaFips	CensusCbsaMicro	CensusMcdFips	CensusMetDivFips	CensusMsaFips	CensusPlaceFips	TimeTaken	TransactionId	Source	ErrorMessage	Version
32.70201819	-117.1125072	CA	664	1	TwoThousandTen	1016	1	35.01	73	6	41740	0	92780		7320	66000	136		AggieCensusIntersector		4.1
32.71781485	-117.157897	CA	665	1	TwoThousandTen	1008	1	53	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.74966027	-117.1066181	CA	666	1	TwoThousandTen	3011	3	22.02	73	6	41740	0	92780		7320	66000	132		AggieCensusIntersector		4.1
32.71920628	-117.136072	CA	667	1	TwoThousandTen	1001	1	45.01	73	6	41740	0	92780		7320	66000	147		AggieCensusIntersector		4.1
32.69680008	-117.0954721	CA	668	1	TwoThousandTen	2000	2	33.03	73	6	41740	0	92780		7320	66000	125		AggieCensusIntersector		4.1
32.574405	-117.0355687	CA	669	1	TwoThousandTen	2032	2	100.14	73	6	41740	0	92780		7320	66000	97		AggieCensusIntersector		4.1
32.7999992	-117.254584	CA	670	1	TwoThousandTen	1021	1	79.05	73	6	41740	0	92780		7320	66000	98		AggieCensusIntersector		4.1
32.74231962	-117.1839867	CA	671	1	TwoThousandTen	3041	3	65	73	6	41740	0	92780		7320	66000	110		AggieCensusIntersector		4.1
32.76092686	-117.0865175	CA	672	1	TwoThousandTen	2005	2	28.03	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.71765105	-117.1107841	CA	673	1	TwoThousandTen	1011	1	34.03	73	6	41740	0	92780		7320	66000	132		AggieCensusIntersector		4.1
32.74939297	-117.1301471	CA	674	1	TwoThousandTen	2009	2	13	73	6	41740	0	92780		7320	66000	156		AggieCensusIntersector		4.1
32.74441028	-117.2491867	CA	675	1	TwoThousandTen	2008	2	73.01	73	6	41740	0	92780		7320	66000	137		AggieCensusIntersector		4.1
32.73157758	-117.1078485	CA	676	1	TwoThousandTen	3000	3	25.02	73	6	41740	0	92780		7320	66000	147		AggieCensusIntersector		4.1
32.80049082	-117.0486517	CA	677	1	TwoThousandTen	3002	3	97.06	73	6	41740	0	92780		7320	66000	125		AggieCensusIntersector		4.1
32.7540145	-117.0911503	CA	678	1	TwoThousandTen	1007	1	27.07	73	6	41740	0	92780		7320	66000	121		AggieCensusIntersector		4.1
32.68348129	-117.0658677	CA	679	1	TwoThousandTen	1004	1	120.03	73	6	41740	0	92780		7320	50398	138		AggieCensusIntersector		4.1
32.81232023	-117.1529667	CA	680	1	TwoThousandTen	1125	1	85.11	73	6	41740	0	92780		7320	66000	139		AggieCensusIntersector		4.1
32.76913062	-117.1706298	CA	681	1	TwoThousandTen	2002	2	89.02	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.748462	-117.1543636	CA	682	1	TwoThousandTen	3007	3	6	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.75124042	-117.1425187	CA	683	1	TwoThousandTen	5000	5	9	73	6	41740	0	92780		7320	66000	136		AggieCensusIntersector		4.1
32.82768281	-117.2047226	CA	684	1	TwoThousandTen	5004	5	85.02	73	6	41740	0	92780		7320	66000	99		AggieCensusIntersector		4.1
32.86787183	-117.216737	CA	685	1	TwoThousandTen	2004	2	83.41	73	6	41740	0	92780		7320	66000	101		AggieCensusIntersector		4.1
32.70859966	-117.0182811	CA	686	1	TwoThousandTen	1018	1	31.08	73	6	41740	0	92780		7320	40326	117		AggieCensusIntersector		4.1
32.75235052	-117.1068931	CA	687	1	TwoThousandTen	3007	3	22.02	73	6	41740	0	92780		7320	66000	130		AggieCensusIntersector		4.1
32.80489336	-117.1468318	CA	688	1	TwoThousandTen	1003	1	92.01	73	6	41740	0	92780		7320	66000	160		AggieCensusIntersector		4.1
32.70442624	-117.1446291	CA	689	1	TwoThousandTen	3006	3	49	73	6	41740	0	92780		7320	66000	67		AggieCensusIntersector		4.1
32.56951196	-117.0363932	CA	690	1	TwoThousandTen	2020	2	100.14	73	6	41740	0	92780		7320	66000	49		AggieCensusIntersector		4.1
32.7041188	-117.0934253	CA	691	1	TwoThousandTen	1009	1	33.04	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.71711319	-117.1402841	CA	692	1	TwoThousandTen	3005	3	45.01	73	6	41740	0	92780		7320	66000	84		AggieCensusIntersector		4.1
32.69385521	-117.1305385	CA	693	1	TwoThousandTen	3017	3	39.02	73	6	41740	0	92780		7320	66000	76		AggieCensusIntersector		4.1
32.75325414	-117.1115238	CA	694	1	TwoThousandTen	1001	1	22.01	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.71064294	-117.0699624	CA	695	1	TwoThousandTen	1007	1	30.04	73	6	41740	0	92780		7320	66000	68		AggieCensusIntersector		4.1
32.75952154	-117.1289472	CA	696	1	TwoThousandTen	2000	2	12	73	6	41740	0	92780		7320	66000	87		AggieCensusIntersector		4.1
32.73908462	-117.1009722	CA	697	1	TwoThousandTen	3013	3	25.02	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.83832733	-117.1857975	CA	698	1	TwoThousandTen	2001	2	85.05	73	6	41740	0	92780		7320	66000	58		AggieCensusIntersector		4.1
32.96887326	-117.1840142	CA	699	1	TwoThousandTen	1000	1	83.28	73	6	41740	0	92780		7320	66000	44		AggieCensusIntersector		4.1
32.75623824	-117.1221975	CA	700	1	TwoThousandTen	3011	3	17	73	6	41740	0	92780		7320	66000	83		AggieCensusIntersector		4.1
32.76757636	-117.1473623	CA	701	1	TwoThousandTen	2015	2	93.04	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.7372657	-117.177081	CA	702	1	TwoThousandTen	2002	2	61	73	6	41740	0	92780		7320	66000	74		AggieCensusIntersector		4.1
32.75507798	-117.0994572	CA	703	1	TwoThousandTen	3002	3	23.01	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.76618805	-117.1628312	CA	704	1	TwoThousandTen	2040	2	93.04	73	6	41740	0	92780		7320	66000	72		AggieCensusIntersector		4.1
32.75528641	-117.1249692	CA	705	1	TwoThousandTen	3001	3	16	73	6	41740	0	92780		7320	66000	75		AggieCensusIntersector		4.1
32.79945085	-117.0154638	CA	706	1	TwoThousandTen	5010	5	98.02	73	6	41740	0	92780		7320	66000	109		AggieCensusIntersector		4.1
32.79065606	-117.2549113	CA	707	1	TwoThousandTen	1041	1	79.1	73	6	41740	0	92780		7320	66000	148		AggieCensusIntersector		4.1
32.69583528	-117.1400455	CA	708	1	TwoThousandTen	1057	1	50	73	6	41740	0	92780		7320	66000	106		AggieCensusIntersector		4.1
32.75423702	-117.0975927	CA	709	1	TwoThousandTen	1008	1	23.02	73	6	41740	0	92780		7320	66000	131		AggieCensusIntersector		4.1
32.75127427	-117.1301545	CA	710	1	TwoThousandTen	2006	2	13	73	6	41740	0	92780		7320	66000	144		AggieCensusIntersector		4.1
32.7600127	-117.1500322	CA	711	1	TwoThousandTen	2006	2	5	73	6	41740	0	92780		7320	66000	149		AggieCensusIntersector		4.1
32.5824009	-117.0617541	CA	712	1	TwoThousandTen	2005	2	100.11	73	6	41740	0	92780		7320	66000	105		AggieCensusIntersector		4.1
32.75124593	-117.1400436	CA	713	1	TwoThousandTen	3000	3	9	73	6	41740	0	92780		7320	66000	103		AggieCensusIntersector		4.1
32.74368264	-117.2078798	CA	714	1	TwoThousandTen	1006	1	66	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.56986938	-117.0780501	CA	715	1	TwoThousandTen	1001	1	101.12	73	6	41740	0	92780		7320	66000	51		AggieCensusIntersector		4.1
32.75026909	-117.207529	CA	716	1	TwoThousandTen	1001	1	68.02	73	6	41740	0	92780		7320	66000	58		AggieCensusIntersector		4.1
32.80332895	-117.163184	CA	717	1	TwoThousandTen	4004	4	85.1	73	6	41740	0	92780		7320	66000	87		AggieCensusIntersector		4.1
32.74165527	-117.1835104	CA	718	1	TwoThousandTen	3046	3	65	73	6	41740	0	92780		7320	66000	57		AggieCensusIntersector		4.1
32.76304524	-117.1968216	CA	719	1	TwoThousandTen	1037	1	91.07	73	6	41740	0	92780		7320	66000	56		AggieCensusIntersector		4.1
32.74456864	-117.2547305	CA	720	1	TwoThousandTen	3000	3	73.01	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.76665156	-117.147757	CA	721	1	TwoThousandTen	2027	2	93.04	73	6	41740	0	92780		7320	66000	71		AggieCensusIntersector		4.1
32.70888948	-117.1503408	CA	722	1	TwoThousandTen	1011	1	51	73	6	41740	0	92780		7320	66000	72		AggieCensusIntersector		4.1
32.57330974	-117.059562	CA	723	1	TwoThousandTen	3004	3	100.1	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.70625827	-117.053974	CA	724	1	TwoThousandTen	2016	2	31.03	73	6	41740	0	92780		7320	66000	57		AggieCensusIntersector		4.1
32.76196013	-117.1249866	CA	725	1	TwoThousandTen	4007	4	18	73	6	41740	0	92780		7320	66000	71		AggieCensusIntersector		4.1
32.74610144	-117.2477277	CA	726	1	TwoThousandTen	1006	1	75.02	73	6	41740	0	92780		7320	66000	66		AggieCensusIntersector		4.1
32.80362051	-117.1173856	CA	727	1	TwoThousandTen	4003	4	93.06	73	6	41740	0	92780		7320	66000	65		AggieCensusIntersector		4.1
32.75904526	-117.1796235	CA	728	1	TwoThousandTen	1034	1	89.02	73	6	41740	0	92780		7320	66000	73		AggieCensusIntersector		4.1
32.79749314	-117.2371868	CA	729	1	TwoThousandTen	2004	2	79.08	73	6	41740	0	92780		7320	66000	141		AggieCensusIntersector		4.1
32.72249532	-117.1556871	CA	730	1	TwoThousandTen	2055	2	56	73	6	41740	0	92780		7320	66000	156		AggieCensusIntersector		4.1
32.79448461	-117.2557751	CA	731	1	TwoThousandTen	1002	1	79.1	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.76898895	-117.2100241	CA	732	1	TwoThousandTen	1084	1	76	73	6	41740	0	92780		7320	66000	122		AggieCensusIntersector		4.1
32.82085017	-117.1233449	CA	733	1	TwoThousandTen	1136	1	85.11	73	6	41740	0	92780		7320	66000	136		AggieCensusIntersector		4.1
32.76247612	-117.1486082	CA	734	1	TwoThousandTen	1001	1	5	73	6	41740	0	92780		7320	66000	147		AggieCensusIntersector		4.1
32.75901218	-117.079444	CA	735	1	TwoThousandTen	3004	3	28.04	73	6	41740	0	92780		7320	66000	113		AggieCensusIntersector		4.1
32.75560062	-117.1351223	CA	736	1	TwoThousandTen	4016	4	12	73	6	41740	0	92780		7320	66000	168		AggieCensusIntersector		4.1
32.83304447	-117.1674539	CA	737	1	TwoThousandTen	1095	1	85.11	73	6	41740	0	92780		7320	66000	92		AggieCensusIntersector		4.1
32.75061183	-117.1118623	CA	738	1	TwoThousandTen	1012	1	22.01	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.87388608	-117.2085442	CA	739	1	TwoThousandTen	2000	2	83.4	73	6	41740	0	92780		7320	66000	105		AggieCensusIntersector		4.1
32.73766147	-117.1607916	CA	740	1	TwoThousandTen	1012	1	60	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.90882323	-117.151661	CA	741	1	TwoThousandTen	2004	2	83.51	73	6	41740	0	92780		7320	66000	88		AggieCensusIntersector		4.1
32.77201719	-117.2490577	CA	742	1	TwoThousandTen	2039	2	76	73	6	41740	0	92780		7320	66000	129		AggieCensusIntersector		4.1
32.76792024	-117.154719	CA	743	1	TwoThousandTen	2010	2	93.04	73	6	41740	0	92780		7320	66000	141		AggieCensusIntersector		4.1
32.70125908	-117.1141104	CA	744	1	TwoThousandTen	1024	1	35.01	73	6	41740	0	92780		7320	66000	149		AggieCensusIntersector		4.1
32.71363057	-117.1587854	CA	745	1	TwoThousandTen	2007	2	53	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.96874548	-117.1618894	CA	746	1	TwoThousandTen	3031	3	83.35	73	6	41740	0	92780		7320	66000	104		AggieCensusIntersector		4.1
32.70642461	-117.1263047	CA	747	1	TwoThousandTen	2007	2	40	73	6	41740	0	92780		7320	66000	158		AggieCensusIntersector		4.1
32.70783322	-117.1466825	CA	748	1	TwoThousandTen	2006	2	47	73	6	41740	0	92780		7320	66000	113		AggieCensusIntersector		4.1
32.75380149	-117.1222255	CA	749	1	TwoThousandTen	3000	3	16	73	6	41740	0	92780		7320	66000	143		AggieCensusIntersector		4.1
32.75992997	-117.0700178	CA	750	1	TwoThousandTen	3017	3	28.04	73	6	41740	0	92780		7320	66000	116		AggieCensusIntersector		4.1
32.79958502	-117.2417859	CA	751	1	TwoThousandTen	3020	3	79.03	73	6	41740	0	92780		7320	66000	144		AggieCensusIntersector		4.1
32.85818483	-117.1900096	CA	752	1	TwoThousandTen	1001	1	83.44	73	6	41740	0	92780		7320	66000	110		AggieCensusIntersector		4.1
32.92066606	-117.1219778	CA	753	1	TwoThousandTen	2001	2	83.55	73	6	41740	0	92780		7320	66000	96		AggieCensusIntersector		4.1
32.79360328	-117.2407033	CA	754	1	TwoThousandTen	2021	2	79.07	73	6	41740	0	92780		7320	66000	142		AggieCensusIntersector		4.1
32.86985258	-117.2146175	CA	755	1	TwoThousandTen	2004	2	83.41	73	6	41740	0	92780		7320	66000	110		AggieCensusIntersector		4.1
32.75170428	-117.1935652	CA	756	1	TwoThousandTen	2041	2	65	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.74650648	-117.1250088	CA	757	1	TwoThousandTen	4005	4	15	73	6	41740	0	92780		7320	66000	163		AggieCensusIntersector		4.1
32.71147958	-117.1042201	CA	758	1	TwoThousandTen	2024	2	34.03	73	6	41740	0	92780		7320	66000	154		AggieCensusIntersector		4.1
32.89899177	-117.1790769	CA	759	1	TwoThousandTen	2007	2	83.5	73	6	41740	0	92780		7320	66000	88		AggieCensusIntersector		4.1
32.80200348	-117.0110773	CA	760	1	TwoThousandTen	5000	5	98.02	73	6	41740	0	92780		7320	66000	127		AggieCensusIntersector		4.1
32.78491339	-117.1710117	CA	761	1	TwoThousandTen	3009	3	86	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.76913062	-117.1706298	CA	762	1	TwoThousandTen	2002	2	89.02	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.77201719	-117.2490577	CA	763	1	TwoThousandTen	2039	2	76	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.7453962	-117.2523389	CA	764	1	TwoThousandTen	2001	2	73.01	73	6	41740	0	92780		7320	66000	151		AggieCensusIntersector		4.1
32.75396234	-117.0836493	CA	765	1	TwoThousandTen	3007	3	27.08	73	6	41740	0	92780		7320	66000	139		AggieCensusIntersector		4.1
32.95833109	-117.1273091	CA	766	1	TwoThousandTen	2000	2	83.37	73	6	41740	0	92780		7320	66000	97		AggieCensusIntersector		4.1
32.86929701	-117.2025893	CA	767	1	TwoThousandTen	4003	4	83.4	73	6	41740	0	92780		7320	66000	94		AggieCensusIntersector		4.1
32.70937649	-117.1605637	CA	768	1	TwoThousandTen	4012	4	54	73	6	41740	0	92780		7320	66000	141		AggieCensusIntersector		4.1
32.54466088	-117.0290748	CA	769	1	TwoThousandTen	1076	1	100.15	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.74879143	-117.1143472	CA	770	1	TwoThousandTen	2002	2	24.01	73	6	41740	0	92780		7320	66000	157		AggieCensusIntersector		4.1
32.76792024	-117.154719	CA	771	1	TwoThousandTen	2010	2	93.04	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.71936493	-117.1629347	CA	772	1	TwoThousandTen	3002	3	53	73	6	41740	0	92780		7320	66000	156		AggieCensusIntersector		4.1
32.79316281	-117.2437123	CA	773	1	TwoThousandTen	1022	1	79.07	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.75425093	-117.1157783	CA	774	1	TwoThousandTen	1000	1	16	73	6	41740	0	92780		7320	66000	156		AggieCensusIntersector		4.1
32.79456762	-117.2470679	CA	775	1	TwoThousandTen	2024	2	79.1	73	6	41740	0	92780		7320	66000	135		AggieCensusIntersector		4.1
32.5584721	-117.0542792	CA	776	1	TwoThousandTen	2002	2	100.12	73	6	41740	0	92780		7320	66000	104		AggieCensusIntersector		4.1
32.7553048	-117.1332539	CA	777	1	TwoThousandTen	3012	3	12	73	6	41740	0	92780		7320	66000	149		AggieCensusIntersector		4.1
32.75787812	-117.0868171	CA	778	1	TwoThousandTen	1010	1	28.03	73	6	41740	0	92780		7320	66000	125		AggieCensusIntersector		4.1
32.80877474	-117.0080141	CA	779	1	TwoThousandTen	4011	4	98.04	73	6	41740	0	92780		7320	66000	127		AggieCensusIntersector		4.1
32.75380149	-117.1222255	CA	780	1	TwoThousandTen	3000	3	16	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.80098375	-117.230465	CA	781	1	TwoThousandTen	4012	4	78	73	6	41740	0	92780		7320	66000	144		AggieCensusIntersector		4.1
32.79676053	-117.2545775	CA	782	1	TwoThousandTen	2033	2	79.05	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.86024116	-117.2083165	CA	783	1	TwoThousandTen	1001	1	83.44	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.70953702	-117.1230654	CA	784	1	TwoThousandTen	1013	1	40	73	6	41740	0	92780		7320	66000	148		AggieCensusIntersector		4.1
32.67734625	-117.046498	CA	785	1	TwoThousandTen	5000	5	32.08	73	6	41740	0	92780		7320	66000	120		AggieCensusIntersector		4.1
32.74113168	-117.1612789	CA	786	1	TwoThousandTen	3021	3	3	73	6	41740	0	92780		7320	66000	145		AggieCensusIntersector		4.1
32.69503459	-117.1021398	CA	787	1	TwoThousandTen	2004	2	33.03	73	6	41740	0	92780		7320	66000	158		AggieCensusIntersector		4.1
32.75220499	-117.0868777	CA	788	1	TwoThousandTen	3000	3	27.07	73	6	41740	0	92780		7320	66000	124		AggieCensusIntersector		4.1
32.78647331	-117.1091041	CA	789	1	TwoThousandTen	1000	1	96.03	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.71364246	-117.156048	CA	790	1	TwoThousandTen	1043	1	52	73	6	41740	0	92780		7320	66000	139		AggieCensusIntersector		4.1
32.76289134	-117.1298932	CA	791	1	TwoThousandTen	1003	1	11	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.56485583	-117.0590403	CA	792	1	TwoThousandTen	4000	4	100.05	73	6	41740	0	92780		7320	66000	98		AggieCensusIntersector		4.1
32.8013405	-117.2244613	CA	793	1	TwoThousandTen	1032	1	78	73	6	41740	0	92780		7320	66000	107		AggieCensusIntersector		4.1
32.69888859	-117.1114222	CA	794	1	TwoThousandTen	2007	2	35.02	73	6	41740	0	92780		7320	66000	138		AggieCensusIntersector		4.1
32.76286007	-117.1382856	CA	795	1	TwoThousandTen	1002	1	11	73	6	41740	0	92780		7320	66000	133		AggieCensusIntersector		4.1
32.80843462	-117.1559734	CA	796	1	TwoThousandTen	3001	3	85.1	73	6	41740	0	92780		7320	66000	138		AggieCensusIntersector		4.1
32.75338282	-117.2488542	CA	797	1	TwoThousandTen	4004	4	75.01	73	6	41740	0	92780		7320	66000	121		AggieCensusIntersector		4.1
32.76330437	-117.1146214	CA	798	1	TwoThousandTen	2006	2	18	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.75795224	-117.092919	CA	799	1	TwoThousandTen	2000	2	23.01	73	6	41740	0	92780		7320	66000	130		AggieCensusIntersector		4.1
32.79177618	-117.090024	CA	800	1	TwoThousandTen	3000	3	96.04	73	6	41740	0	92780		7320	66000	109		AggieCensusIntersector		4.1
32.71663524	-117.2230128	CA	801	1	TwoThousandTen	3004	3	71	73	6	41740	0	92780		7320	66000	142		AggieCensusIntersector		4.1
32.79676053	-117.2545775	CA	802	1	TwoThousandTen	2033	2	79.05	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.97968461	-117.2477242	CA	803	1	TwoThousandTen	3010	3	83.27	73	6	41740	0	92780		7320	66000	95		AggieCensusIntersector		4.1
32.75433491	-117.1437635	CA	804	1	TwoThousandTen	6006	6	9	73	6	41740	0	92780		7320	66000	155		AggieCensusIntersector		4.1
32.71591968	-117.0946573	CA	805	1	TwoThousandTen	2005	2	34.04	73	6	41740	0	92780		7320	66000	150		AggieCensusIntersector		4.1
32.74846039	-117.1348749	CA	806	1	TwoThousandTen	5004	5	13	73	6	41740	0	92780		7320	66000	140		AggieCensusIntersector		4.1
32.79908067	-117.0336725	CA	807	1	TwoThousandTen	3002	3	98.01	73	6	41740	0	92780		7320	66000	106		AggieCensusIntersector		4.1
32.74569549	-117.2533537	CA	808	1	TwoThousandTen	2001	2	73.01	73	6	41740	0	92780		7320	66000	122		AggieCensusIntersector		4.1
32.70408332	-117.086586	CA	809	1	TwoThousandTen	2000	2	33.04	73	6	41740	0	92780		7320	66000	114		AggieCensusIntersector		4.1
32.68665496	-117.0339115	CA	810	1	TwoThousandTen	2004	2	32.13	73	6	41740	0	92780		7320	66000	125		AggieCensusIntersector		4.1
32.76122376	-117.0593071	CA	811	1	TwoThousandTen	1012	1	29.02	73	6	41740	0	92780		7320	66000	106		AggieCensusIntersector		4.1
32.85914616	-117.2553207	CA	812	1	TwoThousandTen	4001	4	83.12	73	6	41740	0	92780		7320	66000	91		AggieCensusIntersector		4.1
32.70640618	-117.1284549	CA	813	1	TwoThousandTen	2006	2	40	73	6	41740	0	92780		7320	66000	159		AggieCensusIntersector		4.1
32.72145496	-117.1620346	CA	814	1	TwoThousandTen	1018	1	56	73	6	41740	0	92780		7320	66000	147		AggieCensusIntersector		4.1
32.88306821	-117.1543521	CA	815	1	TwoThousandTen	1023	1	83.5	73	6	41740	0	92780		7320	66000	101		AggieCensusIntersector		4.1
32.95432243	-117.0984538	CA	816	1	TwoThousandTen	2002	2	170.39	73	6	41740	0	92780		7320	66000	113		AggieCensusIntersector		4.1
32.86834257	-117.2229255	CA	817	1	TwoThousandTen	2000	2	83.63	73	6	41740	0	92780		7320	66000	104		AggieCensusIntersector		4.1
32.74844837	-117.1298303	CA	818	1	TwoThousandTen	1001	1	14	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.71149535	-117.1596655	CA	819	1	TwoThousandTen	2016	2	53	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.75561885	-117.1277056	CA	820	1	TwoThousandTen	1009	1	12	73	6	41740	0	92780		7320	66000	154		AggieCensusIntersector		4.1
32.7543822	-117.1313988	CA	821	1	TwoThousandTen	4008	4	13	73	6	41740	0	92780		7320	66000	139		AggieCensusIntersector		4.1
32.75681758	-117.0865582	CA	822	1	TwoThousandTen	1009	1	28.03	73	6	41740	0	92780		7320	66000	132		AggieCensusIntersector		4.1
32.77197667	-117.1671731	CA	823	1	TwoThousandTen	3001	3	89.01	73	6	41740	0	92780		7320	66000	148		AggieCensusIntersector		4.1
32.78488563	-117.2339137	CA	824	1	TwoThousandTen	1096	1	76	73	6	41740	0	92780		7320	66000	138		AggieCensusIntersector		4.1
32.77404064	-117.1438371	CA	825	1	TwoThousandTen	3001	3	93.04	73	6	41740	0	92780		7320	66000	157		AggieCensusIntersector		4.1
32.74991925	-117.2497533	CA	826	1	TwoThousandTen	2013	2	75.02	73	6	41740	0	92780		7320	66000	146		AggieCensusIntersector		4.1
32.74661045	-117.2012049	CA	827	1	TwoThousandTen	1041	1	65	73	6	41740	0	92780		7320	66000	122		AggieCensusIntersector		4.1
33.04354921	-117.0843391	CA	828	1	TwoThousandTen	1014	1	170.3	73	6	41740	0	92780		7320	66000	89		AggieCensusIntersector		4.1
32.78161891	-117.1133012	CA	829	1	TwoThousandTen	3001	3	96.03	73	6	41740	0	92780		7320	66000	127		AggieCensusIntersector		4.1
32.77430128	-117.2517021	CA	830	1	TwoThousandTen	2008	2	76	73	6	41740	0	92780		7320	66000	116		AggieCensusIntersector		4.1
32.95833109	-117.1273091	CA	831	1	TwoThousandTen	2000	2	83.37	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.82002281	-117.1790566	CA	832	1	TwoThousandTen	5003	5	85.09	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.7513423	-117.0685175	CA	833	1	TwoThousandTen	1001	1	27.03	73	6	41740	0	92780		7320	66000	96		AggieCensusIntersector		4.1
32.74722937	-117.251671	CA	834	1	TwoThousandTen	2005	2	75.02	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.69765982	-117.0356509	CA	835	1	TwoThousandTen	3002	3	31.15	73	6	41740	0	92780		7320	66000	116		AggieCensusIntersector		4.1
32.78640303	-117.1215357	CA	836	1	TwoThousandTen	1007	1	93.05	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.7293762	-117.2016539	CA	837	1	TwoThousandTen	1024	1	62	73	6	41740	0	92780		7320	66000	109		AggieCensusIntersector		4.1
32.75962461	-117.0642493	CA	838	1	TwoThousandTen	2009	2	29.02	73	6	41740	0	92780		7320	66000	123		AggieCensusIntersector		4.1
32.74369431	-117.2097154	CA	839	1	TwoThousandTen	1006	1	66	73	6	41740	0	92780		7320	66000	123		AggieCensusIntersector		4.1
32.80363597	-117.1153772	CA	840	1	TwoThousandTen	4004	4	93.06	73	6	41740	0	92780		7320	66000	140		AggieCensusIntersector		4.1
32.76003128	-117.1450214	CA	841	1	TwoThousandTen	2011	2	10	73	6	41740	0	92780		7320	66000	147		AggieCensusIntersector		4.1
32.75432094	-117.2154241	CA	842	1	TwoThousandTen	1022	1	65	73	6	41740	0	92780		7320	66000	130		AggieCensusIntersector		4.1
32.57426337	-117.0498592	CA	843	1	TwoThousandTen	1006	1	100.11	73	6	41740	0	92780		7320	66000	93		AggieCensusIntersector		4.1
32.76665156	-117.147757	CA	844	1	TwoThousandTen	2027	2	93.04	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.7553048	-117.1332539	CA	845	1	TwoThousandTen	3012	3	12	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.833076	-117.1031238	CA	846	1	TwoThousandTen	1021	1	95.02	73	6	41740	0	92780		7320	66000	91		AggieCensusIntersector		4.1
32.75383544	-117.2461537	CA	847	1	TwoThousandTen	4005	4	75.01	73	6	41740	0	92780		7320	66000	123		AggieCensusIntersector		4.1
32.74974782	-117.1200857	CA	848	1	TwoThousandTen	3005	3	24.01	73	6	41740	0	92780		7320	66000	0		AggieCensusIntersector		4.1
32.75625243	-117.0908529	CA	849	1	TwoThousandTen	1007	1	23.01	73	6	41740	0	92780		7320	66000	139		AggieCensusIntersector		4.1
32.87032128	-117.2037652	CA	850	1	TwoThousandTen	1003	1	83.4	73	6	41740	0	92780		7320	66000	94		AggieCensusIntersector		4.1
32.89903396	-117.1098874	CA	851	1	TwoThousandTen	5015	5	170.22	73	6	41740	0	92780		7320	66000	87		AggieCensusIntersector		4.1
32.79584102	-117.2315304	CA	852	1	TwoThousandTen	2031	2	79.08	73	6	41740	0	92780		7320	66000	120		AggieCensusIntersector		4.1
32.78415861	-117.1717895	CA	853	1	TwoThousandTen	3003	3	86	73	6	41740	0	92780		7320	66000	152		AggieCensusIntersector		4.1
32.80049979	-117.2557093	CA	854	1	TwoThousandTen	1014	1	79.05	73	6	41740	0	92780		7320	66000	95		AggieCensusIntersector		4.1
